Lp.;Nazwa Muzeum;Kod pocztowy;Miejscowość;Gmina;Powiat;Województwo;ul./Aleja/Plac/;Ulica;Numer domu;Numer lokalu;Kod pocztowy (adres pocztowy jeśli nie występuje w komórkach C1-G1);Miejscość (adres dodatkowy );ul./Aleja/Plac (adres dodatkowy);Ulica i numer domu (adres dodatkowy);Numer domu (adres dodatkowy;Numer lokalu (adres dodatkowy);Nazwa Organizatora/ Założyciela;Nazwa Organizatora I/ Założyciela;Nazwa Organizatora II/ Założyciela;Nazwa Organizatora III/ Założyciela;Data wpisu do Państwowego Rejestru Muzeów (dotyczy Muzeum wpisanego do Państwowego Rejestru Muzeów);Status muzeum;Data wykreślenia z rejestru;zakończenie procesu organizacji
608;Muzeum Sztuki Ludowej „Sacrum i Profanum” (w organizacji);16-080;Tykocin ;Tykocin ;białostocki;PODLASKIE;;Kolonia Nowe Miasto;10;;;;;;;;Barbara Gębała;;;;;Utworzone przez osoby fizyczne ;;
609;Muzeum Sztuki Polskiej w Sopocie;81-707;Sopot;Sopot;m. Sopot;POMORSKIE;ul.;Jana Jerzego Haffnera;54;5;;;;;;;Juliusz Windorbski;;;;;Utworzone przez osoby fizyczne;;
610;Muzeum Śląskiego Września 1939 roku (w organizacji);43-100;Tychy;Tychy;m. Tychy;ŚLĄSKIE;ul.;Brzozowa;24;;;;;;;;Arkadiusz Dominiec ;;;;;Utworzone przez osoby fizyczne;;
611;Muzeum Światowego Oręża i Wojskowości w organizacji;02-814;Warszawa;Warszawa (Ursynów);m. st. Warszawa;MAZOWIECKIE;ul.;Słonki;5H;;;;;;;;Paweł Żerdzicki ;;;;;Utworzone przez osoby fizyczne;;
612;Muzeum Tablic Rejestracyjnych i Pojazdów w Żeliszewie (w organizacji);08-130;Kotuń;Kotuń;siedlecki;MAZOWIECKIE;;Żeliszew Duży;3d;;;;;;;;Piotr Piersa;;;;;Utworzone przez osoby fizyczne;;
613;Muzeum Techniki Bojowej w Olszynie (w organizacji);59-830;Olszyna;Olszyna;lubański;DOLNOŚLĄSKIE;ul.;Wolności;60c;;;;;;;;Aneta Sławińska; Krzysztof Sławiński;;;;Utworzone przez osoby fizyczne;;
614;Muzeum Techniki i Broni w Dzierzgoniu (w organizacji) ;92-440;Dzierzgoń;Dzierzgoń;sztumski;POMORSKIE;ul.;Słoneczna ;1;;;;;;;;Andrzej Mieleszczuk;;;;;Utworzone przez osoby fizyczne;;
615;Muzeum Techniki im. Władysława Drybsa (w organizacji);05-540;Zalesie Górne;Piaseczno;piaseczyński;MAZOWIECKIE;ul.;Leśnych Boginek;34;;;;;;;;Konrad Brzozowski;;;;;Utworzone przez osoby fizyczne;;
616;Muzeum Techniki i Machin Wojennych w Gnieźnie;62-200;Gniezno;Gniezno;gnieźnieński;WIELKOPOLSKIE;ul.;Św. Michała;10;;;;;;;;Mateusz Hen;;;;;Utworzone przez osoby fizyczne;;
617;Muzeum Techniki i Motoryzacji w Gdańsku(w organizacji) ;80-177;Gdańsk;Gdańsk;Gdańsk;POMORSKIE;ul.;Porzeczkowa;6;;;;;;;;Andrzej Haak;Tomasz Jędrzejewski;;;;Utworzone przez osoby fizyczne;;
618;Muzeum Techniki i Pojazdów Wojskowych w Bojanie (w organizacji);84-207;Bojano;Szemud;wejherowski;POMORSKIE;ul.;Władyslawa Jagiełły;15;;;;;;;;Jarosław Kupień;;;;;Utworzone przez osoby fizyczne;;
619;Muzeum Techniki i Rzemiosła Wiejskiego w Zapuście (w organizacji);59-830;Olszyna Lubańska;Olszyna;lubański;DOLNOŚLĄSKIE;;Zapusta;28;;;;;;;;Aneta Tyl; Krzysztof Tyl;;;;Utworzone przez osoby fizyczne;;
620;Muzeum Techniki i Techniki Wojskowej ,,TYTAN” (w organizacji);76- 142;Malechowo;Malechowo;sławieński;ZACHODNIOPOMORSKIE;;Malechowo;27b;;;;;;;;Marian Laskowski ;;;;;Utworzone przez osoby fizyczne;;
621;Muzeum Techniki i Wynalazków w Raciniewie (w organizacji);86-260;Unisław;Unisław;chełmiński;KUJAWSKO-POMORSKIE;ul. ;Bydgoska (w miejscowości Raciniewo);14A;;;;;;;;Jan Kołodziej;;;;;Utworzone przez osoby fizyczne;;
622;Muzeum Techniki Militarnej (w organizacji);05-311;Dębe Wielkie;Dębe Wielkie;miński;MAZOWIECKIE;ul.;Polna;15c;;;;;;;;Bogdan Korziuk;;;;;Utworzone przez osoby fizyczne;;
623;"Muzeum Techniki Militarnej i Cywilnej ,,MARS"" (w organizacji)";78-611;Szwecja;Szwecja;wałecki;ZACHODNIOPOMORSKIE;ul.;Górna;1;;;;;;;;Piotr Letki; Rafał Letki ;;;;Utworzone przez osoby fizyczne;;
624;Muzeum Techniki Rzemiosła Ślusarstwo – Kowalstwo w organizacji ;44-153;Sośnicowice;Sośnicowice;gliwicki;ŚLĄSKIE;ul.;Raciborska;47;;;;;;;;Andrzej Śledziński ;;;;;Utworzone przez osoby fizyczne;;
625;Muzeum Techniki Militarnej i Użytkowej w Bytomiu (w organizacji);41-902;Bytom;Bytom;m. Bytom;ŚLĄSKIE;ul.;Franciszkańska;21;25;;;;;;;Roman Ploch;;;;;Utworzone przez osoby fizyczne;;
626;Muzeum Techniki Militarnej i Użytkowej w Zabrzu (w organizacji);41-800;Zabrze;Zabrze;m. Zabrze;ŚLĄSKIE;ul.;Botaniczna;6;;;;;;;;Rafał Siech;;;;;Utworzone przez osoby fizyczne;;
627;Muzeum Techniki Motoryzacyjnej ;62-100;Wągrowiec;Wągrowiec;wągrowiecki;WIELKOPOLSKIE;;Łaziska;10b;;;;;;;;Aleksander Błaszkowski ;;;;;Utworzone przez osoby fizyczne;;
628;Muzeum Techniki Uzbrojenia w Bydgoszczy (w organizacji);85-011;Bydgoszcz;Bydgoszcz;m. Bydgoszcz;KUJAWSKO-POMORSKIE;ul.;Śniadeckich;32;;;;;;;;Włodzimierz Rapkiewicz;;;;;Utworzone przez osoby fizyczne;;
629;Muzeum Techniki Uzbrojenia w Kamiennej Górze (w organizacji);58-400;Kamienna Góra;Kamienna Góra;kamiennogórski;DOLNOŚLĄSKIE;ul.;Lubawska;1a;;;;;;;;Maciej Wyszkowski ;;;;;Utworzone przez osoby fizyczne;;
630;Muzeum Techniki w Ciućkowie (w organizacji);09-460;Mała Wieś;Mała Wieś;płocki;MAZOWIECKIE;;Ciućkowo;14;;;;;;;;Krzysztof Włoczkowski;;;;;Utworzone przez osoby fizyczne;;
631;"Muzeum Techniki Wojskowej ,,ARMA"" w Warszawie";02-871;Warszawa;Warszawa (Ursynów);m. st. Warszawa;MAZOWIECKIE;ul.;Karczunkowska;26;;;;;;;;Jarosław Jakubowski; Patrycja Grądziel - Jakubowska ;;;;Utworzone przez osoby fizyczne;;
632;Muzeum Techniki Wojskowej i Motoryzacji w Góralach w organizacji ;87-330;Górale;Jabłonowo Pomorskie ;brodnicki ;KUJAWSKO-POMORSKIE;;;110;;;;;;;;Dorian Koprowski ;;;;;Utworzone przez osoby fizyczne ;;
633;Muzeum Techniki Wojskowej i Obrony Przeciwlotniczej w Busku - Zdroju (w organizacji);28-100;Busko-Zdrój;Busko-Zdrój;buski;ŚWIĘTOKRZYSKIE;ul.;Żeromskiego;24;;;;;;;;Zbigniew Wach;;;;;Utworzone przez osoby fizyczne;;
634;Muzeum Techniki Wojskowej i Użytkowej ;95-030;Rzgów;Rzgów;łódzki wschodni;ŁÓDZKIE;ul.;Polna;3;;;;;;;;Kordian Skalski;;;;;Utworzone przez osoby fizyczne;;
635;Muzeum Techniki Wojskowej im. Bogdana Wojciecha Kozłowskiego w Olsztynie ;11-041;Olsztyn;Olsztyn;m. Olsztyn;WARMIŃSKO-MAZURSKIE;ul.;Wilimowo;10a;;;;;;;;Bogdan Wojciech Kozłowski;;;;;Utworzone przez osoby fizyczne;;
636;Muzeum Techniki Wojskowej im. Jerzego Tadeusza Widuchowskiego w Zabrzu (w organizacji);41-803;Zabrze;Zabrze;m. Zabrze;ŚLĄSKIE;ul.;Wojciecha Kossaka;31a;2;;;;;;;Wacław Widuchowski;;;;;Utworzone przez osoby fizyczne;;
637;Muzeum Techniki Wojskowej w Feliksowie (w organizacji) ;05-083;Zaborów;Zaborów;warszawski zachodni;MAZOWIECKIE;ul.;Świerkowa;5;;;;;;;;Jacek Roszkowski ;;;;;Utworzone przez osoby fizyczne;;
638;Muzeum Techniki Wojskowej w Jaworznie (w organizacji);43-602;Jaworzno;Jaworzno;m. Jaworzno;ŚLĄSKIE;ul.;Zarzeczna;2;;;;;;;;Marian Lewek ;;;;;Utworzone przez osoby fizyczne;;
639;Muzeum Techniki Wojskowej w Kłodawie (w organizacji);62-650;Kłodawa;Kłodawa;kolski;WIELKOPOLSKIE;ul.;Cegielniana;26;;;;;;;;Paweł Bartłomiejczak;;;;;Utworzone przez osoby fizyczne;;
640;Muzeum Tradycji Niepodległościowych Ziemi Staszowskiej w Staszowie (w organizacji);28-200 ;Staszów;Staszów;staszowski;ŚWIĘTOKRZYSKIE;ul. ;Kilińskiego ;18;46;;;;;;;Paweł Ciepiela;;;;;Utworzone przez osoby fizyczne;;
641;Muzeum Tradycji Ruchu Narodowego w Jelczu - Laskowicach (w organizacji);55-220;Jelcz - Laskowice;Jelcz- Laskowice;oławski ;DOLNOŚLĄSKIE;ul. ;Hirszfelda;70;1;;;;;;;Mateusz Kotas;;;;;Utworzone przez osoby fizyczne ;;
642;Muzeum Tradycji Wojskowych na Kujawach i Pomorzu w Janikowie (w organizacji);88-160;Janikowo;Janikowo;inowrocławski;KUJAWSKO-POMORSKIE;ul.;1 Maja;4;;;;;;;;Sebastian Maciej Witkowski;;;;;Utworzone przez osoby fizyczne ;;
643;Muzeum Twierdza BTR – 40 we Wrocławiu;51-180;Wrocław;Wrocław (Wrocław-Psie Pole);m. Wrocław;DOLNOŚLĄSKIE;ul.;Kominiarska;32;;;;;;;;Wiesław Majewski ;;;;;Utworzone przez osoby fizyczne;;
644;Muzeum Uzbrojenia (w organizacji);05-220;Zielonka;Zielonka;wołomiński;MAZOWIECKIE;ul.;Sprinterska;5;;;;;;;;Wojciech Goryca;;;;;Utworzone przez osoby fizyczne;;
645;Muzeum Uzbrojenia i Wojskowości (w organizacji);05-077;Warszawa - Wesoła;Warszawa (Wesoła);m. st. Warszawa;MAZOWIECKIE;ul.;Jana Pawła II;46;;;;;;;;Jędrzej Kozak ;;;;;Utworzone przez osoby fizyczne;;
646;Muzeum Uzbrojenia Żołnierza Wojska Polskiego 1914-1945 (w organizacji);01-518;Warszawa;Warszawa (Żoliborz);m. st. Warszawa;MAZOWIECKIE;ul.;Józefa Zajączka;05-sty;17;;;;;;;Jacek Mazuro;;;;;Utworzone przez osoby fizyczne;;
647;Muzeum Volkswagena;83-330;Żukowo, Pępowo gm. Żukowo;Żukowo;kartuski;POMORSKIE;ul.;Armii Krajowej;50;;;;;;;;Ewa Suchecka ;;;;;Utworzone przez osoby fizyczne;;
648;"Muzeum VOLVO i innych Automobili w Poznaniu ,,Volvostrada"" (w organizacji) ";60-012;Poznań;Poznań ;poznański;WIELKOPOLSKIE;ul. ;Ustronna ;13b;;;;;;;;Dariusz Wesołowski ;Mirosław Walczak ;;;;Utworzone przez osoby fizyczne;;
649;Muzeum w Ponurzycy (w organizacji);05-430;Celestynów;Celestynów;otwocki;MAZOWIECKIE;;Ponurzyca;60;;;;;;;;Radosław Szymczak;;;;;Utworzone przez osoby fizyczne;;
650;Muzeum Uzbrojenia i Technologii Wojskowej w Warszawie (w organizacji);04-452;Warszawa;m.st. Warszawa;m.st. Warszawa ;MAZOWIECKIE;ul.;Zawiszaków;5;;;;;;;;Robert Fotyniuk;;;;;Utworzone przez osoby fizyczne;;
651;Muzeum Uzbrojenia i Wyposażenia Wielkiej Wojny w Szerzynach (w organizacji);38-246;Szerzyny;Szerzyny;tarnowski;MAŁOPOLSKIE;;Szerzyny;141;;;;;;;;Paweł Mikrut;;;;;Utworzone przez osoby fizyczne;;
652;Muzeum Uzbrojenia i Wyposażenia Wojskowego w Ustrzykach Dolnych (w organizacji);38-700;Ustrzyki Dolne;Ustrzyki Dolne;bieszczadzki;PODKARPACKIE;ul. ;Dworcowa;4;14;;;;;;;Paweł Słupek;;;;;Utworzone przez osoby fizyczne;;
653;Muzeum Wielkiej Wojny w Kotani (w organizacji);38-232;Krempna;Krempna;jasielski;PODKARPACKIE;;Kotań;45C;;;;;;;;Przemysław Wróbel;;;;;Utworzone przez osoby fizyczne;;
654;Muzeum Winiarstwa i Wina w Mechelinkach (w organizacji);81-198;Mechelinki;Kosakowo;pucki;POMORSKIE;ul.;Klifowa;17;;;;;;;;Krzysztof Nawrot;;;;;Utworzone przez osoby fizyczne;;
655;Muzeum Militariów i Historii „Willa Lodusieńka” w Warszawie (w organizacji);04-824;Warszawa;Warszawa (Wawer);m. st. Warszawa;MAZOWIECKIE;ul.;Herbaciana;6;;;;;;;;Marek Salamonowicz;;;;;Utworzone przez osoby fizyczne;;
656;"Muzeum „Wiosna 1812"" w Olszowej (w organizacji)";63-600;Kępno;Kępno;Kepiński;WIELKOPOLSKIE;ul. we wsi Olszowa;Perłowa;2;;;;;;;;Piotr Kowalewski;;;;;Utworzone przez osoby fizyczne;;
657;Muzeum Wojen i Życia (w organizacji);68-200;Żary;Nowe Czaple;żarski;LUBUSKIE;Plac ;Przyjaźni;14;2;;;;;;;Franciszek Łuckiewicz;Tomasz Łuckiewicz;Krzysztof Jersak;;;Utworzone przez osoby fizyczne ;;
658;Muzeum Wojny i Pokoju (w organizacji);88-121;Popowo;Kruszwica;inowrocławski;KUJAWSKO-POMORSKIE;;Popowo;11;;;;;;;;Robert Wyrostkiewicz;;;;;Utworzone przez osoby fizyczne;;
659;Muzeum Wojny i Techniki w Gdańsku (w organizacji);80-742;Gdańsk;Gdańsk;Gdańsk;POMORSKIE;ul.;Kurza;18/19;7;;;;;;;Tomasz Dziergowski;;;;;Utworzone przez osoby fizyczne;;
660;Muzeum Wojny Obronnej Rybnik’39 (w organizacji);44-251;Rybnik;Rybnik;m. Rybnik;ŚLĄSKIE;ul.;Rycerska;16a;;;;;;;;Marcin Ruś;;;;;Utworzone przez osoby fizyczne;;
661;Muzeum Wojska, Techniki i Uzbrojenia (w organizacji);05-092;Łomianki;Łomianki;warszawski zachodni;MAZOWIECKIE;ul.;Waligóry;15;;;;;;;;Tomasz Renault;;;;;Utworzone przez osoby fizyczne;;
662;Muzeum Wojskowe i Regionalne w Klenicy (w organizacji);66-133;Klenica;Kliniczki;zielonogórski;LUBUSKIE;ul.;Bolesława Chrobrego;14;;;;;;;;Tomasz Łysiak;;;;;Utworzone przez osoby fizyczne;;
663;Muzeum Wojskowo- Cywilne w Łosicach ;08-200;Łosice;Łosice;łosicki;MAZOWIECKIE;ul.;Narutowicza;53;11;;;;;;;Mateusz Celiński ;;;;;Utworzone przez osoby fizyczne;;
664;Muzeum Wojskowości i Uzbrojenia (w organizacji);02-972;Warszawa;Warszawa (Wilanów);m. st. Warszawa;MAZOWIECKIE;ul.;Hlonda;2c;127;;;;;;;Michał Kuczmierowski;;;;;Utworzone przez osoby fizyczne;;
665;Muzeum Wojskowości w Łowiczu (w organizacji);99-400;Łowicz;Łowicz;łowicki;MAZOWIECKIE;ul.;Polna;4;;;;;;;;Bartłomiej Gałaj;;;;;Utworzone przez osoby fizyczne;;
666;Muzeum Wojskowości w Starej Miłośnie;05-077;Warszawa;m.st. Warszawa;m.st. Warszawa ;MAZOWIECKIE;ul.;Jarzębionowa;12;;;;;;;;Wojciech Jarosławski;;;;;Utworzone przez osoby fizyczne;;
667;Muzeum Wojskowości w Świerklańcu (w organizacji);42-622;Świerklaniec;Nakło;tarnogórski;ŚLĄSKIE;ul.;Tarnogórska;75;;;;;;;;Antoni Żurek;;;;;Utworzone przez osoby fizyczne;;
668;Muzeum Wolnego Czasu ;82-120;Krynica Morska;Krynica Morska;nowodworski;POMORSKIE;ul.;Teleexpresu;3c;;;;;;;;Filip Gawliński ;;;;;Utworzone przez osoby fizyczne;;
669;Muzeum Wsi Sudeckiej i Techniki Militarnej;58-340;Łomnica;Głuszyca;wałbrzyski;DOLNOŚLĄSKIE;ul.;Sudecka;dz. nr 104;;;;;;;;Jerzy Rudnicki;;;;;Utworzone przez osoby fizyczne;;
670;Muzeum Wsi w Maruszowie (w organizacji);27-630;Zawichost;Zawichost;sandomierski;ŚWIĘTOKRZYSKIE;;Maruszów;16;;;;;;;;Edward Ziarko;;;;;Utworzone przez osoby fizyczne;;
671;Muzeum Współczesnej Broni Palnej w Jeżowie Sudeckim (w organizacji);58-521;Jeżów Sudecki;Jeżów Sudecki;jeleniogórski;DOLNOŚLĄSKIE;ul.;Zachodnia;2;;;;;;;;Wojciech Aleksiewicz;;;;;Utworzone przez osoby fizyczne;;
672;"Muzeum ""W Starej Papierni"" w Łapinie";83-050;Łapino;Kolbudy;gdański;POMORSKIE;ul.;Michała Wołodyjowskiego;18;;;;;;;;Paweł Jaworski;;;;;Utworzone przez osoby fizyczne;;
673;Muzeum Zabawek w Kudowie Zdroju (w organizacji);57-350;Kudowa Zdrój;Kudowa-Zdrój;kłodzki;DOLNOŚLĄSKIE;ul.;Zdrojowa;34;4;;;;;;;Maria Ozierańska;;;;;Utworzone przez osoby fizyczne;;
674;Muzeum Zabawek w Sporem (w organizacji);78-400;Szczecinek;Szczecinek;szczecinecki;ZACHODNIOPOMORSKIE;;Spore;41;;;;;;;;Andrzej Wilczyński;;;;;Utworzone przez osoby fizyczne;;
675;Muzeum Zabytków Techniki Wojskowej w Warszawie;30-107;Warszawa;m.st. Warszawa;m.st. Warszawa ;MAZOWIECKIE;ul.;Ciechanowska;3;;;;;;;; Stanisław Kęszycki;;;;;Utworzone przez osoby fizyczne;;
676;Muzeum Zamkowe Kamieniec;38-420;Korczyna;Korczyna;krośnieński;PODKARPACKIE;ul.;Podzamcze;b;n;;;;;;;Andrzej Kołder ;;;;;Utworzone przez osoby fizyczne;;
677;Muzeum Zamkowe w Grodźcu;43- 386;Świętoszówka Grodziec;Jasienica;bielski;ŚLĄSKIE;ul.;Dworska;1;;;;;;;;Michał Bożek ;;;;;Utworzone przez osoby fizyczne;;
678;Muzeum ,,Ziemi Kaszubskiej i Sprzętów Militarnych” (w organizacji);83-311;Goręczyno gm. Samonino;Brodnica Dolna (Sarnówko);kartuski;POMORSKIE;ul.;Kasztelańska;26e;;;;;;;;Sławomir Kamiński ;;;;;Utworzone przez osoby fizyczne;;
679;Muzeum Ziemi Kozielskiej i Śląska Opolskiego (w organizacji);;Kędzierzyn-Koźle;Kędzierzyn-Koźle;kędzierzyńsko-kozielski ;OPOLSKIE;ul.;Wyzwolenia;28;13;;;;;;;Łukasz Wawrzyńczyk;;;;;Utworzone przez osoby fizyczne;;
680;Muzeum Ziemi Kwidzyńskiej w Kwidzynie (w organizacji);82-500;Kwidzyn;Kwidzyn;kwidzyński;POMORSKIE;ul.;Bolesława Śmiałego;4;49;;;;;;;Tomasz Wojciechowski;;;;;Utworzone przez osoby fizyczne;;
681;Muzeum Ziemi Makowskiej i Garnizonu Różan;06-230;Różan;Różan;makowski;MAZOWIECKIE;ul.;Szkolna;2;;;;;;;;Wiesław Łaskarzewski;;;;;Utworzone przez osoby fizyczne;;
682;"Muzeum Ziemi Polskiej ""Wolne Miasto"" w Pruszczu Gdańskim (w organizacji)";83-000;Pruszcz Gdański;Pruszcz Gdański;gdański;POMORSKIE;ul.;Nad Radunią;48;;;;;;;;Mateusz Rutkowski;;;;;Utworzone przez osoby fizyczne;;
683;Muzeum Ziemi Przemkowskiej (w organizacji);59-170;Przemków;Przemków;polkowicki ;DOLNOŚLĄSKIE;ul. ;Akacjowa ;5c;26;;;;;;;Marcin Jednoróg;;;;;Utworzone przez osoby fizyczne;;
684;Muzeum Ziemi Skórzeckiej (w organizacji);08-114;Skórzec;Skórzec;siedlecki;MAZOWIECKIE;ul. ;M. Kameckiego;61;;;;;;;;Andrzej Wysocki;;;;;Utworzone przez osoby fizyczne;;
685;Muzeum Ziemi Włodawskiej;22-244;Stary Brus;Wołoskowola;włodawski;LUBELSKIE;ul.;Kołacze;115;;;;;;;;Paweł Wojtal;;;;;Utworzone przez osoby fizyczne;;
686;Muzeum Ziemi Wolsztyńskiej (w organizacji);64-200;Wolsztyn;Wolsztyn;wolsztyński;WIELKOPOLSKIE;ul.;Niałecka;24;;;;;;;;Andrzej Toś;;;;;Utworzone przez osoby fizyczne;;
687;Muzeum Żołnierzy AK z Odelska (w organizacji);04-980;Warszawa;Warszawa;m. st. Warszawa;MAZOWIECKIE;ul.;Olecka;12;;;;;;;;Konrad Logiński;;;;;Utworzone przez osoby fizyczne;;
688;Muzeum Życia Codziennego;32-552;Płaza;Chrzanów;chrzanowski;MAŁOPOLSKIE;ul.;Jana III Sobieskiego;38;;;;;;;;Stanisław Garlicki;;;;;Utworzone przez osoby fizyczne;;
689;Nadwiślańskie Muzeum Broni Dawnej i Nowej w Piasecznie (w organizacji);05-500;Piaseczno;Piaseczno;piaseczyński;MAZOWIECKIE;ul.;Młynarska;13;;;;;;;;Maciej Szadkowski ;;;;;Utworzone przez osoby fizyczne;;
690;Podlaskie Muzeum Techniki Wojskowej i Użytkowej w Bielanach Wąsach ;08-311;Bielany;Bielany-Żylaki;sokołowski;MAZOWIECKIE;;Bielany Wąsy;14;;;;;;;;Mariusz Murawski;;;;;Utworzone przez osoby fizyczne;;
691;Polskie Muzeum Motoryzacji (w organizacji);81-575;Gdynia;Gdynia;m. Gdynia;POMORSKIE;ul.;Wschodnia;1A;4;;;;;;;Adam Stelmach;;;;;Utworzone przez osoby fizyczne;;
692;Pomorskie Muzeum Bawarskiej Motoryzacji w Gdyni (w organizacji);81-017;Gdynia;Gdynia;m. Gdynia;POMORSKIE;ul.;Grochowa ;4;;;;;;;;Damian Michałowski;;;;;Utworzone przez osoby fizyczne;;
693;Pomorskie Muzeum Motoryzacji (w organizacji);84-208;Kielno;Czeczewo;kartuski;POMORSKIE;ul.;Tuchomska;2;;;;;;;;Tomasz Nasiński ;;;;;Utworzone przez osoby fizyczne;;
694;Pomorskie Muzeum Motoryzacji i Techniki w Gdyni (w organizacji);81-383;Gdynia;Gdynia;m. Gdynia;POMORSKIE;ul.;I Armii Wojska Polskiego;28;;;;;;;;Tomasz Karchut; Tomasz Groszewski;;;;Utworzone przez osoby fizyczne;;
695;Pomorskie Okręgowe Muzeum PRL w Sępólnie Krajeńskim (w organizacji);89-400;Sępólno Krajeńskie ;Sępólno Krajeńskie;sępoleński;KUJAWSKO-POMORSKIE;ul. ;Koronowska ;20;4;;;;;;;Marcin Gulka ;;;;;Utworzone przez osoby fizyczne ;;
696;Prywatne Multimedialne Muzeum Gry i Zabawy w Warszawie (w organizacji);00-586;Warszawa;Warszawa (Śródmieście);m. st. Warszawa;MAZOWIECKIE;ul.;Flory;5;24;;;;;;;Paweł Abramczuk ;;;;;Utworzone przez osoby fizyczne;;
697;Prywatne Muzeum Artylerii i Broni Pancernej 1939-1945 w Warszawie (w organizacji);01-568;Warszawa;m.st. Warszawa;m.st. Warszawa ;MAZOWIECKIE;ul.;Stafana Pogonowskiego;8;1;;;;;;;Jan Olszański;;;;;Utworzone przez osoby fizyczne;;
698;Prywatne Muzeum Broni i Militariów w Świdnicy;58-100;Świdnica;Świdnica;świdnicki;DOLNOŚLĄSKIE;ul.;Witoszów Dolny;7;;;;;;;;Stanisław Gabryś;;;;;Utworzone przez osoby fizyczne;;
699;Prywatne Muzeum Broni Pancernej i Militariów im. Franciszka Bier w Bielsku-Białej;43-310;Bielsko-Biała;Bielsko-Biała;m. Bielsko-Biała;ŚLĄSKIE;ul.;Pasterska;18;;;;;;;;Rafał Bier;;;;;Utworzone przez osoby fizyczne;;
700;"Prywatne Muzeum Historii Człowieka - ""Planeta Terra"" w Kampinosie (w organizacji)";05-085;Kampinos;Kampinos;warszawski zachodni;MAZOWIECKIE;ul.;Kampinos A;23B;;;;;;;;Piotr Pałys;;;;;Utworzone przez osoby fizyczne;;
701;Prywatne Muzeum Historii „Garaż PRL-u” w Nakle nad Notecią (w organizacji);89-100;Nakło nad Notecią;Nakło nad Notecią;nakielski;KUJAWSKO-POMORSKIE;ul.;Młyńska;5;;;;;;;;Grzegorz Trudziński;;;;;Utworzone przez osoby fizyczne;;
702;Prywatne Muzeum Historii Ziem i Walk Nadwiślańskich w Wojszynie (w organizacji);24-123;Janowiec;Janowiec;puławski;LUBELSKIE;;Wojszyn;29A;;;;;;;;Sebastian Szulowski, Iwona Szulowska;;;;;Utworzone przez osoby fizyczne;;
703;"Prywatne Muzeum Historyczne ,,Gaja"" w Janowie (w organizacji)";05-082;Stare Babice ;Stare Babice;warszawski zachodni;MAZOWIECKIE;ul. ;Studzińskiego ;3;;;;;;;;Adrian Kłos ;;;;;Utworzone przez osoby fizyczne ;;
704;Prywatne Muzeum Historyczno-Przyrodnicze w Łazach (w organizacji);05-552;Łazy;Lesznowola;piaseczyński;MAZOWIECKIE;ul. ;Konwaliowa;6a;;;;;;;;Ludwik Tomczyk;;;;;Utworzone przez osoby fizyczne ;;
705;Prywatne Muzeum Kowalstwa w Warszawie;02-749;Warszawa;Warszawa (Mokotów);m. st. Warszawa;MAZOWIECKIE;ul.;Przy Grobli;84;;;;;;;;Kamil Gałecki;;;;;Utworzone przez osoby fizyczne;;
706;Prywatne Muzeum Militarne w Woli Małej (w organizacji);37-100;Wola Mała;Czarna ;łańcucki;PODKARPACKIE;;;8a;;;;;;;;Adam Strzępka ;;;;;Utworzone przez osoby fizyczne ;;
707;Prywatne Muzeum Motoryzacji i Techniki w Otrębusach;05-805;Otrębusy k/Warszawy;Otrębusy;pruszkowski;MAZOWIECKIE;ul.;Warszawska;21;;;;;;;;Joanna Mikiciuk; Izabella Mikiciuk; Patryk Mikiciuk;;2001-12-14;Utworzone przez osoby fizyczne;;
708;Prywatne Muzeum Motoryzacji i Techniki w Radomiu (w organizacji);26-600;Radom;Radom;Radom ;MAZOWIECKIE;ul.;K. Kurpińskiego;1a;;;;;;;;Konrad Figarski;;;;;Utworzone przez osoby fizyczne;;
709;Prywatne Muzeum Podkarpackich Pól Bitewnych;38-400;Krosno;Krosno;m. Krosno;PODKARPACKIE;ul.;Czajkowskiego;92;;;;;;;;Piotr Kiełtyka; Dorota Kiełtyka; Lesław Wilk;;;Utworzone przez osoby fizyczne;;
710;Prywatne Muzeum Pojazdów Militarnych i Zabytkowych w Rakszawie;37-111;Rakszawa;Rakszawa;łańcucki;PODKARPACKIE;;Rakszawa;118;3;;;;;;;Bogdan Maczuga;;;;;Utworzone przez osoby fizyczne;;
711;Prywatne Muzeum Pojazdów i Techniki PRL w Agnieszkowie (w organizacji);62-840;Koźminek;Koźminek;kaliski;WIELKOPOLSKIE;;Agnieszków;6;;;;;;;;Michał Grabowski;;;;;Utworzone przez osoby fizyczne;;
712;Prywatne Muzeum Polsko-Amerykańskie „Hell’s Angel” w Wadowicach;34-100;Wadowice;Stronie;wadowicki;MAŁOPOLSKIE;ul.;Konstytucji 3 Maja ;23A;;;;;;;;Zygmunt Kraus;;;;;Utworzone przez osoby fizyczne;;
713;Prywatne Muzeum Pożarnicze w Gwieździnie (w organizacji);77-304;Rzeczenica ;Rzeczenica ; człuchowski;POMORSKIE;;Gwieździn;35;;;;;;;;Konrad Zachajczuk ;Tadeusz Szaraniec ;;;;Utworzone przez osoby fizyczne;;
714;Prywatne Muzeum Regionalne w Lidzbarku Warmińskim (w organizacji);11-100;Lidzbark Warmiński;Lidzbark Warmiński;lidzbarski;WARMIŃSKO-MAZURSKIE;ul.;Nad Łyną ;39;;;;;;;;Rafał Pliszka;;;;;Utworzone przez osoby fizyczne;;
